,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0,11224.793636139593,11706.808142205478,12060.658299071454,12077.861841781214,12344.894494396745,12376.295808048098,12493.720475604536,12647.582854876835,13068.778382775932,13596.199817068129,14155.070019170233,14024.437744258066,13591.68175925441,14296.336381182075,14345.04173098579,14641.647880532946,13621.926790675336,13501.579062399343,13470.247346179282,14297.299546829481,14851.335991953129,14177.359861289056,15330.541449678316,14476.319264000895,14859.35226158034,15691.169974265806,16212.850841019954,16734.629394331947,11239.073639599084
1,11185.809252046083,11685.156591383755,12027.73965676433,12066.373573328126,12334.882309204202,12379.864634490004,12521.637413520642,12609.046934246915,13064.191428760103,13638.176566008822,14159.93766018683,14008.595488140556,13586.815729247586,14288.644913614415,14309.585460958318,14684.768328911758,13614.23360066974,13469.291539610056,13488.79255868878,14219.112835715929,14821.585071231535,14161.843089846587,15383.492565024764,14438.369487776723,14840.427689279892,15710.382980922392,16206.798792518402,16714.280304086875,11219.404467232062
2,11193.08808934623,11645.799356627647,12042.006104036385,12089.827388386875,12282.373782940582,12393.731802609635,12504.057262238572,12563.698032743734,13034.497703858377,13643.189077027166,14179.037494404756,13991.510129257678,13651.030767650323,14270.511909608484,14354.985073816153,14714.639679577864,13586.27855765937,13515.469728101694,13458.060640575066,14266.28807304265,14866.705591202131,14163.404564463604,15382.328095614379,14424.085861460162,14796.227465978722,15640.8740989159,16159.674511609963,16679.118669917432,11239.269092621154
3,11199.19325001899,11638.671693541297,12042.170134511254,12087.55408944745,12218.411543278993,12435.527905165089,12548.363617274334,12531.574690997175,13008.977280137007,13637.78558334743,14179.314751995527,13991.570226427477,13628.548928431468,14311.973036321966,14335.291127655444,14770.266114184931,13525.700261845317,13548.101550465799,13441.347977138174,14254.172417852436,14836.430420654067,14157.066724075705,15392.071175252939,14411.195097141144,14730.615884404231,15631.69396118721,16206.821178129141,16718.765427169135,11235.452474692196
4,11274.854584886169,11654.050660942095,12049.158156712736,12102.038776313677,12233.070426024855,12435.006969840906,12620.56063220345,12541.666458068648,13027.078790452106,13637.920622267477,14157.910142527253,14104.71854158848,13612.702679746568,14296.18574686688,14265.794762577132,14833.147058219227,13458.523621501485,13514.497611835879,13445.291119695705,14263.668802359874,14874.596518303433,14205.110010514602,15375.89268436784,14405.279744714,14750.919224583045,15654.552585152012,16274.988605883113,16741.331284544212,11246.710509954797
5,11268.527597588356,11652.588843842179,12053.684769541753,12101.621482441315,12220.54924906238,12406.552955755122,12613.779363811444,12522.366873560708,13051.543436404634,13623.654010296743,14152.692713481556,14089.821796171185,13556.381096024916,14297.168320044311,14297.506374451852,14826.442217480242,13496.23956138458,13511.892059787813,13405.316722024958,14272.204459309025,14900.700646939136,14185.016403628324,15375.854937069365,14357.340916224412,14768.263964864856,15639.13357540473,16299.00319944857,16708.802509336263,11252.214218026837
6,11307.05138452566,11691.827009485301,12056.467527690282,12137.033570400821,12280.782544323869,12413.935127620145,12625.661840030141,12512.76256779476,13029.919267946589,13610.845482987215,14138.2944088705,14101.425835293468,13592.450093695848,14238.205643220721,14274.961348797924,14836.875583190313,13538.60260342277,13521.945965574185,13387.002753857685,14224.988231407991,14900.79548480979,14163.405817400988,15360.351861790909,14399.947410305494,14771.995429844717,15676.001167290895,16294.47581419488,16703.394184744335,11263.992564909897
7,11296.499516440157,11646.70669955768,12036.625760269,12158.484051487865,12281.743191906377,12381.786981817251,12636.287724978723,12520.183650991174,13104.860774583398,13636.392616531211,14101.715324371396,14063.300253757267,13591.061963258755,14218.941917042093,14309.104790373698,14782.665406917566,13528.415444514625,13530.411882709805,13396.912914210128,14199.763488702802,14877.427029405748,14173.15448306327,15305.907808389245,14368.64003000206,14802.414622210023,15692.913303391317,16306.353427975957,16741.63635829188,11297.733669652367
8,11254.526612336527,11650.447731586113,12033.525213963205,12170.901845010632,12258.442989201745,12407.001023923445,12645.176772346904,12537.40831330405,13051.826784150877,13632.064954527445,14086.430143688027,14064.360834407003,13658.435006408776,14236.102400398586,14345.075708340559,14790.70096018485,13541.050847665641,13522.74207489229,13379.590283825512,14183.933002357066,14865.787978030543,14106.802785759599,15334.06758610358,14359.118664331287,14782.430031619782,15688.890391693469,16301.677937527167,16748.90534759855,11275.910332905612
9,11270.82599521263,11602.443854027637,12039.744119905188,12173.552497755298,12217.109590755515,12413.035858283003,12619.148272235574,12519.105928089639,13063.503417158207,13573.369400023003,14048.643536779919,14076.781891360723,13668.340134376289,14213.497405732593,14335.09137946378,14833.140009149405,13510.628342204052,13513.983099890587,13381.327955379842,14202.315017527564,14871.896267794578,14167.684544693562,15370.380419858075,14345.238108466532,14731.740180242063,15750.406476975348,16250.150822002213,16648.355868748728,11267.50794886261
