,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0,1155.3231838945958,1184.8966296416586,1215.456952810079,1223.0305212109745,1248.6500968995958,1260.2748847102337,1279.790863573104,1295.708090665685,1301.9389784107732,1304.4216511239285,1328.9351819564772,1308.089758428434,1304.45179556732,1288.514602493506,1286.3455400573016,1284.8138320175772,1294.9097164970399,1273.9308944866084,1295.2194414364155,1323.0804327712656,1352.0178336405047,1339.384695697941,1371.5592693025174,1355.302578300193,1364.4953974708765,1375.0286908537596,1409.3719608715587,1423.5348458436356,1191.6335915007592
1,1147.3055898936263,1180.5609288177675,1212.7103240592044,1230.9798097099308,1252.6671816636592,1260.9352679096994,1274.864381530123,1295.9805685373044,1301.5834369328568,1305.0741426838194,1325.28139490699,1303.5652476902737,1306.2828261269133,1289.8777275208552,1286.4883156159567,1284.4487231374226,1297.9665829426074,1272.6386305031488,1292.376380846762,1327.0598848509865,1354.7009449515326,1336.3538998331244,1367.7712562534489,1351.2949543490263,1364.543860141618,1371.008789638554,1403.6567306203256,1420.3962308773794,1192.395841060593
2,1149.5839985396901,1183.5235562459777,1213.2225722829044,1229.0791532398682,1255.7838273435955,1259.6496149798245,1271.4913716103204,1292.4273906326512,1301.11720286213,1304.8442947396395,1331.5400193062194,1304.2472757930632,1299.4557526184512,1291.8463812279745,1288.2235610427444,1294.4320047479039,1303.3058494812883,1271.9094797593161,1299.070434751123,1325.7054120246344,1354.4199346241664,1343.7241726666696,1363.302878177174,1354.2534664973637,1362.8185526951856,1372.9786394225994,1399.9610099346776,1419.0957452096154,1191.5022308806554
3,1148.6729879045774,1185.7974620756079,1211.9597694308848,1229.18892243377,1253.6569723861626,1261.0279654651554,1270.5834790043948,1287.9212833983092,1300.1821702061989,1308.948051876421,1331.4763132342914,1301.4233387801305,1300.5662387466136,1289.4454861480351,1287.0516675932859,1294.3638342255601,1299.5491903027387,1268.7814032040023,1298.066824876149,1325.0858401944506,1351.4044979746611,1336.5955061595848,1360.0828433558668,1361.0617676690263,1359.9186888080317,1372.2579464185133,1396.2339861237183,1420.794298455862,1195.3811969003798
4,1150.322840415855,1184.4649744963435,1212.2071860589058,1235.1247773179477,1261.0188477793827,1258.154859750497,1270.2781011845775,1292.9349583390806,1300.0907287120046,1308.3142053368144,1331.778499587167,1302.9239619172217,1302.7766791830625,1289.6377317749461,1289.5052292787343,1295.8867289126297,1299.1876012247903,1270.7209312851876,1296.042654528504,1329.6220776514867,1354.6439666546546,1335.4921464145361,1358.5901013272437,1359.7962589629315,1357.8589272962804,1374.5425180135096,1396.2004658501387,1419.5790446388921,1192.6361599516777
5,1149.096040021052,1183.1900690158575,1210.9353088380878,1234.3710642185765,1264.4337163446844,1255.103334960954,1274.6453381286822,1287.825146553226,1295.3495308219524,1311.4632145832336,1327.8872755066047,1301.057854809223,1304.9137223947762,1285.5493971008216,1296.8348412193645,1292.6106974892914,1305.9507242682996,1273.0177068861221,1293.1711115052674,1330.2870559707362,1358.3392086894885,1334.4950600748325,1353.6995547342415,1360.4771715974282,1359.649354591088,1379.6122048175212,1393.5711757250206,1417.3888795977,1193.7946058476841
6,1144.5898626427816,1181.963352453859,1212.9064660169179,1235.0070584187986,1263.5880990294158,1252.9786331012403,1273.8492055045178,1289.8819548025272,1293.4116852320335,1311.998703595153,1323.4669076145117,1300.600431494378,1303.2480382350109,1290.8331094083771,1299.9377368044911,1292.8308167726532,1306.3609108548853,1269.8017675801032,1291.3871757499278,1330.0582510494737,1352.8598663250593,1340.3502388645143,1349.2260728305946,1365.3198077997888,1361.2788290332326,1373.99585616681,1396.5463011978482,1416.219112683611,1191.3612675745671
7,1143.7108898174854,1180.4064821381048,1209.9194706215087,1230.8574169075087,1270.5435763600533,1249.8119845331987,1274.8858484508874,1289.0533871887521,1296.8038646450937,1313.784452815774,1321.6265948402647,1293.7775199177033,1308.0564732687064,1290.302297961539,1300.3732891779673,1288.6618676921687,1306.2353994877453,1271.630631905625,1288.4817916610828,1330.7681278981177,1358.3340622138583,1340.8035509515196,1346.1526613361764,1360.5616457079811,1362.9536172656763,1381.157262834002,1395.5385379096042,1416.7092475933844,1189.533497435196
8,1149.0255180595152,1178.12290396198,1207.634340996555,1235.907037163661,1271.5628162486803,1248.0303460870487,1271.4653122821187,1284.5961397794483,1300.3510774606527,1315.167047889199,1320.254963082686,1292.0550903977164,1303.3903667064,1293.5941290310698,1303.5821613658172,1285.651948302864,1305.7926787252425,1276.862662895053,1286.5947103593426,1336.622627673318,1358.7135763666608,1339.4302429831814,1351.9494701416406,1356.5183614943242,1361.0225026013766,1387.2518664857398,1396.3309213022533,1412.5546948148656,1190.1443711584318
9,1148.353782193242,1180.2967012800675,1207.3018490352842,1239.6346279303684,1269.4080932772658,1249.2221390031855,1272.5883192575916,1287.1694145061176,1298.0278328561128,1319.7525188188063,1317.9473697665144,1290.9845518811944,1301.9304345646317,1294.5710442990414,1304.8977750308097,1284.8550954570583,1307.9632674508418,1275.3791672876284,1281.5423489617026,1332.291461860047,1354.9475112696518,1335.1973367490964,1347.7203133599312,1353.7994749875534,1367.1546404575665,1384.0066943556012,1395.2293778482317,1408.9378300227054,1191.647536884663
